,cat_1,cat_2,cat_3,min_logprice,max_logprice,med_logprice
31,Beauty,Makeup,Makeup Sets,1.3862943611198906,6.923628628138427,2.833213344056216
32,Beauty,Makeup,Nails,1.3862943611198906,5.726847747587197,2.3978952727983707
33,Beauty,Makeup,Other,1.6094379124341003,4.948759890378168,2.9444389791664403
34,Beauty,Other,Other,1.3862943611198906,5.560681631015528,2.70805020110221
35,Beauty,Skin Care,Body,1.3862943611198906,6.054439346269371,2.70805020110221
36,Beauty,Skin Care,Eyes,1.3862943611198906,6.68586094706836,2.70805020110221
37,Beauty,Skin Care,Face,1.3862943611198906,6.695798917058491,2.772588722239781
38,Beauty,Skin Care,Feet,1.3862943611198906,4.23410650459726,2.5649493574615367
39,Beauty,Skin Care,Hands & Nails,1.3862943611198906,4.3694478524670215,2.3978952727983707
40,Beauty,Skin Care,Lips,1.3862943611198906,5.017279836814924,2.3978952727983707
41,Beauty,Skin Care,Maternity,1.791759469228055,3.9318256327243257,2.833213344056216
42,Beauty,Skin Care,Other,1.6094379124341003,4.04305126783455,2.6390573296152584
43,Beauty,Skin Care,Sets & Kits,1.791759469228055,5.25227342804663,2.70805020110221
44,Beauty,Skin Care,Sun,1.3862943611198906,5.017279836814924,2.772588722239781
45,Beauty,Tools & Accessories,Bags & Cases,1.3862943611198906,5.8289456176102075,2.70805020110221
46,Beauty,Tools & Accessories,Bathing Accessories,2.0794415416798357,3.2188758248682006,2.7403194616709956
47,Beauty,Tools & Accessories,Cotton & Swabs,1.791759469228055,2.0794415416798357,1.9459101490553132
48,Beauty,Tools & Accessories,Epilators,1.6094379124341003,5.442417710521793,3.569433499972762
49,Beauty,Tools & Accessories,Hair Coloring Tools,1.6094379124341003,3.044522437723423,2.5649493574615367
50,Beauty,Tools & Accessories,Hair Styling Tools,1.3862943611198906,5.929589143389895,2.9444389791664403
51,Beauty,Tools & Accessories,Makeup Brushes & Tools,1.3862943611198906,5.638354669333745,2.6208735075298213
52,Beauty,Tools & Accessories,Mirrors,1.3862943611198906,5.755742213586912,2.833213344056216
53,Beauty,Tools & Accessories,Nail Tools,1.3862943611198906,5.081404364984463,2.5649493574615367
54,Beauty,Tools & Accessories,Other,1.3862943611198906,4.919980925828125,2.4849066497880004
55,Beauty,Tools & Accessories,Toiletry Kits,1.9459101490553132,3.871201010907891,2.772588722239781
56,Beauty,Tools & Accessories,Tweezers,1.3862943611198906,3.2188758248682006,2.1972245773362196
57,Beauty,Tools & Accessories,Waxing,1.3862943611198906,5.3471075307174685,2.70805020110221
58,Electronics,Cameras & Photography,Binoculars & Telescopes,1.9459101490553132,5.375278407684165,2.9444389791664403
59,Electronics,Cameras & Photography,Camcorders,2.1972245773362196,5.905361848054571,3.8501476017100584
60,Electronics,Cameras & Photography,Camera & Photo Accessories,1.3862943611198906,6.85751406254539,3.5553480614894135
61,Electronics,Cameras & Photography,Digital Cameras,1.3862943611198906,6.963189985870238,4.143134726391533
62,Electronics,Cameras & Photography,Film Photography,1.3862943611198906,6.236369590203704,3.4339872044851463
63,Electronics,Cameras & Photography,Flashes & Flash Accessories,2.0794415416798357,5.5254529391317835,3.295836866004329
64,Electronics,Cameras & Photography,Lenses & Filters,1.791759469228055,6.7464121285733745,4.2626798770413155
65,Electronics,Cameras & Photography,Lighting & Studio,2.1972245773362196,4.948759890378168,3.1354942159291497
66,Electronics,Cameras & Photography,Other,2.1972245773362196,5.8289456176102075,3.828405045740189
67,Electronics,Cameras & Photography,Tripods & Supports,1.6094379124341003,4.882801922586371,2.5649493574615367
68,Electronics,"Car Audio, Video & GPS",Car Security & Convenience,3.258096538021482,5.579729825986222,3.7939086099967136
69,Electronics,"Car Audio, Video & GPS",Car Speakers & Systems,2.302585092994046,5.420534999272286,3.5553480614894135
70,Electronics,"Car Audio, Video & GPS",Car Stereos & Components,1.9459101490553132,4.8283137373023015,3.4339872044851463
71,Electronics,"Car Audio, Video & GPS",Car Subwoofers,2.772588722239781,5.327876168789581,4.0943445622221
72,Electronics,"Car Audio, Video & GPS",Car Video,2.3978952727983707,4.343805421853684,3.258096538021482
73,Electronics,"Car Audio, Video & GPS",GPS Accessories & Mounts,1.3862943611198906,3.8501476017100584,2.3978952727983707
74,Electronics,"Car Audio, Video & GPS",GPS Units & Equipment,1.791759469228055,5.3230099791384085,3.4011973816621555
75,Electronics,"Car Audio, Video & GPS",Other,2.1972245773362196,3.4011973816621555,2.908555579981602
76,Electronics,"Car Audio, Video & GPS",Other Accessories,1.6094379124341003,4.653960350157523,2.772588722239781
77,Electronics,Cell Phones & Accessories,Batteries,1.3862943611198906,4.418840607796598,2.6390573296152584
78,Electronics,Cell Phones & Accessories,Cables & Adapters,1.3862943611198906,4.890349128221754,2.302585092994046
79,Electronics,Cell Phones & Accessories,"Cases, Covers & Skins",1.3862943611198906,6.90875477931522,2.3978952727983707
80,Electronics,Cell Phones & Accessories,Cell Phone Accessories,1.3862943611198906,7.554858521040676,2.3978952727983707
81,Electronics,Cell Phones & Accessories,Cell Phones & Smartphones,1.3862943611198906,7.134890851565884,4.189654742026425
82,Electronics,Cell Phones & Accessories,Chargers & Cradles,1.3862943611198906,5.081404364984463,2.3978952727983707
83,Electronics,Cell Phones & Accessories,Headsets,1.3862943611198906,6.259581464064923,2.833213344056216
84,Electronics,Cell Phones & Accessories,Other,1.6094379124341003,5.942799375126701,2.9444389791664403
85,Electronics,Cell Phones & Accessories,Screen Protectors,1.3862943611198906,4.48863636973214,2.0794415416798357
86,Electronics,Computers & Tablets,Components & Parts,1.3862943611198906,6.621405651764134,3.258096538021482
87,Electronics,Computers & Tablets,Desktops & All-In-Ones,1.9459101490553132,6.803505257608338,4.51085950651685
88,Electronics,Computers & Tablets,"Drives, Storage & Media",1.3862943611198906,5.484796933490655,2.995732273553991
89,Electronics,Computers & Tablets,Laptops & Netbooks,1.3862943611198906,7.313886831633462,4.61512051684126
90,Electronics,Computers & Tablets,Networking & Connectivity,1.3862943611198906,5.5254529391317835,3.2188758248682006
91,Electronics,Computers & Tablets,Other,1.791759469228055,5.393627546352362,2.995732273553991
92,Electronics,Computers & Tablets,"Printers, Scanners & Supplies",1.3862943611198906,5.3981627015177525,3.4011973816621555
93,Electronics,Media,Blu-Ray,1.3862943611198906,5.720311776607412,2.70805020110221
94,Electronics,Media,CD,1.3862943611198906,4.948759890378168,2.3978952727983707
95,Electronics,Media,DVD,1.3862943611198906,5.298317366548036,2.3978952727983707
96,Electronics,Media,Other,1.3862943611198906,5.529429087511423,3.044522437723423
97,Electronics,Media,VHS,1.3862943611198906,4.7535901911063645,2.1972245773362196
98,Electronics,Other,Other,1.3862943611198906,6.030685260261263,3.044522437723423
99,Electronics,"TV, Audio & Surveillance",DVD & Blu-ray Players,1.3862943611198906,5.375278407684165,3.2188758248682006
100,Electronics,"TV, Audio & Surveillance",Gadgets,1.3862943611198906,5.840641657373398,3.5553480614894135
101,Electronics,"TV, Audio & Surveillance",Headphones,1.3862943611198906,7.1316985104669115,3.2188758248682006
102,Electronics,"TV, Audio & Surveillance",Home Audio,2.3978952727983707,5.480638923341991,3.828641396489095
103,Electronics,"TV, Audio & Surveillance",Home Speakers & Subwoofers,1.3862943611198906,6.39024066706535,3.295836866004329
104,Electronics,"TV, Audio & Surveillance",Home Surveillance,1.791759469228055,6.413458957167357,3.7012257604091223
105,Electronics,"TV, Audio & Surveillance",Other,1.791759469228055,4.867534450455582,2.93886789088982
106,Electronics,"TV, Audio & Surveillance",Portable Audio & Accessories,1.3862943611198906,6.040254711277414,3.258096538021482
107,Electronics,"TV, Audio & Surveillance",Televisions,1.3862943611198906,6.774223886357614,3.6635616461296463
108,Electronics,Video Games & Consoles,Accessories,1.3862943611198906,6.309918278226516,2.833213344056216
109,Electronics,Video Games & Consoles,Consoles,1.791759469228055,7.017506142941256,4.04305126783455
110,Electronics,Video Games & Consoles,Games,1.3862943611198906,7.134890851565884,2.833213344056216
111,Electronics,Video Games & Consoles,Other,1.791759469228055,4.770684624465665,3.295150524098343
112,Electronics,Video Games & Consoles,Replacement Parts & Tools,1.6094379124341003,4.51085950651685,2.302585092994046
113,Electronics,Video Games & Consoles,Strategy Guides,1.6094379124341003,3.6109179126442243,2.70805020110221
114,Electronics,Video Games & Consoles,Video Gaming Merchandise,1.3862943611198906,6.3784261836515865,2.995732273553991
115,Handmade,Accessories,Apron,1.791759469228055,3.2188758248682006,2.3978952727983707
116,Handmade,Accessories,Belt,2.1972245773362196,2.1972245773362196,2.1972245773362196
117,Handmade,Accessories,Case,2.5649493574615367,2.6390573296152584,2.6020033435383976
118,Handmade,Accessories,Charm,1.3862943611198906,4.8283137373023015,2.5649493574615367
119,Handmade,Accessories,Cozy,3.4011973816621555,3.4011973816621555,3.4011973816621555
120,Handmade,Accessories,Cuff,2.995732273553991,2.995732273553991,2.995732273553991
121,Handmade,Accessories,Eyewear,2.772588722239781,4.672828834461906,3.713572066704308
122,Handmade,Accessories,Gloves,1.3862943611198906,4.955827057601261,2.4849066497880004
123,Handmade,Accessories,Hair,1.3862943611198906,6.810142450115136,3.295836866004329
124,Handmade,Accessories,Hat,1.791759469228055,4.672828834461906,2.9444389791664403
125,Handmade,Accessories,Keychain,1.3862943611198906,4.143134726391533,2.0794415416798357
126,Handmade,Accessories,Lanyard,1.3862943611198906,4.564348191467836,2.3978952727983707
127,Handmade,Accessories,Leg Warmers,1.3862943611198906,4.762173934797756,2.3978952727983707
128,Handmade,Accessories,Men,1.6094379124341003,5.10594547390058,2.833213344056216
129,Handmade,Accessories,Mirror,1.791759469228055,1.791759469228055,1.791759469228055
130,Handmade,Accessories,Other,1.6094379124341003,4.2626798770413155,2.4849066497880004
131,Handmade,Accessories,Patch,1.3862943611198906,3.713572066704308,1.791759469228055
132,Handmade,Accessories,Pin,1.3862943611198906,4.02535169073515,2.0794415416798357
133,Handmade,Accessories,Pinback Button,1.3862943611198906,3.58351893845611,1.9459101490553132
134,Handmade,Accessories,Scarf,1.6094379124341003,5.579729825986222,2.6735537653587342
135,Handmade,Accessories,Wallet,1.6094379124341003,3.8501476017100584,2.70805020110221
136,Handmade,Accessories,Watch,3.258096538021482,3.4011973816621555,3.329646959841819
137,Handmade,Accessories,Women,1.3862943611198906,3.5553480614894135,2.0794415416798357
138,Handmade,Art,Aceo,2.5649493574615367,2.5649493574615367,2.5649493574615367
139,Handmade,Art,Collages,1.6094379124341003,2.3978952727983707,2.302585092994046
140,Handmade,Art,Drawings,1.3862943611198906,4.330733340286331,2.1972245773362196
141,Handmade,Art,Illustration,1.6094379124341003,3.6888794541139363,2.9444389791664403
142,Handmade,Art,Mixed Media,1.9459101490553132,3.912023005428146,2.772588722239781
143,Handmade,Art,Other,1.3862943611198906,4.30406509320417,2.302585092994046
144,Handmade,Art,Painting,1.3862943611198906,5.25227342804663,2.6390573296152584
145,Handmade,Art,Photography,1.3862943611198906,4.976733742420574,3.194280702772815
146,Handmade,Art,Print,1.3862943611198906,3.8501476017100584,1.9459101490553132
147,Handmade,Art,Printmaking,1.3862943611198906,3.4011973816621555,2.1972245773362196
148,Handmade,Art,Sculptures,1.791759469228055,4.499809670330265,2.6735537653587342
149,Handmade,Bags and Purses,Backpack,1.9459101490553132,6.2166061010848646,3.295836866004329
150,Handmade,Bags and Purses,Clutch,1.791759469228055,6.561030665896573,3.091042453358316
151,Handmade,Bags and Purses,Hip Bag,1.6094379124341003,5.652489180268651,2.70805020110221
152,Handmade,Bags and Purses,Laptop,1.9459101490553132,6.413458957167357,2.833213344056216
153,Handmade,Bags and Purses,Novelty,2.302585092994046,3.6109179126442243,2.5649493574615367
154,Handmade,Bags and Purses,Other,2.302585092994046,2.302585092994046,2.302585092994046
155,Handmade,Bags and Purses,Pouch,1.791759469228055,3.6888794541139363,2.5649493574615367
156,Handmade,Bags and Purses,Purse,1.3862943611198906,7.467942332285852,3.5553480614894135
157,Handmade,Bags and Purses,Tote,1.791759469228055,6.12029741895095,3.044522437723423
158,Handmade,Bags and Purses,Wallet,2.4849066497880004,2.4849066497880004,2.4849066497880004
159,Handmade,Bags and Purses,Wristlet,1.3862943611198906,4.955827057601261,3.044522437723423
160,Handmade,Books and Zines,Book,1.3862943611198906,4.7535901911063645,2.3978952727983707
161,Handmade,Books and Zines,Bookmark,1.3862943611198906,3.5553480614894135,1.791759469228055
162,Handmade,Books and Zines,Comic,2.6390573296152584,2.6390573296152584,2.6390573296152584
163,Handmade,Books and Zines,Journal,1.6094379124341003,3.4657359027997265,2.1972245773362196
164,Handmade,Books and Zines,Other,2.9444389791664403,3.091042453358316,3.017740716262378
165,Handmade,Candles,Other,2.0794415416798357,4.564348191467836,2.9444389791664403
166,Handmade,Candles,Scrapbooking,2.302585092994046,3.1354942159291497,2.719039654461598
167,Handmade,Candles,Stationery,2.1972245773362196,2.70805020110221,2.452637389219215
168,Handmade,Candles,Sticker,1.3862943611198906,4.564348191467836,1.9033312448851598
169,Handmade,Ceramics and Pottery,Bowls,2.0794415416798357,3.4339872044851463,3.1780538303479458
170,Handmade,Ceramics and Pottery,Coasters,1.6094379124341003,1.9459101490553132,1.7776740307447068
171,Handmade,Ceramics and Pottery,Home Decor,2.1972245773362196,3.6109179126442243,2.772588722239781
172,Handmade,Ceramics and Pottery,Jewelry,2.995732273553991,2.995732273553991,2.995732273553991
173,Handmade,Ceramics and Pottery,Kitchen,2.302585092994046,4.204692619390966,3.332204510175204
174,Handmade,Ceramics and Pottery,Other,1.3862943611198906,2.70805020110221,2.4414009612931853
175,Handmade,Ceramics and Pottery,Planters,1.3862943611198906,3.332204510175204,2.7803408155077642
176,Handmade,Ceramics and Pottery,Sculptures,3.784189633918261,3.784189633918261,3.784189633918261
177,Handmade,Ceramics and Pottery,Supplies,1.3862943611198906,2.772588722239781,2.3978952727983707
178,Handmade,Ceramics and Pottery,Vases,2.3978952727983707,2.8903717578961645,2.5649493574615367
179,Handmade,Children,Accessories,1.3862943611198906,3.8501476017100584,2.5649493574615367
180,Handmade,Children,Art,1.3862943611198906,3.4011973816621555,1.9459101490553132
181,Handmade,Children,Baby,1.3862943611198906,5.170483995038151,2.6390573296152584
182,Handmade,Children,Clothing,1.791759469228055,4.406719247264253,2.9444389791664403
183,Handmade,Children,Furniture,2.70805020110221,2.70805020110221,2.70805020110221
184,Handmade,Children,Jewelry,1.3862943611198906,1.791759469228055,1.3862943611198906
185,Handmade,Children,Other,1.3862943611198906,3.5553480614894135,2.84686606940135
186,Handmade,Children,Toddler,2.3978952727983707,3.7376696182833684,2.833213344056216
187,Handmade,Children,Toy,1.3862943611198906,4.430816798843313,2.1972245773362196
188,Handmade,Clothing,Children,3.044522437723423,3.1354942159291497,3.090008326826286
189,Handmade,Clothing,Corset,1.791759469228055,4.61512051684126,2.70805020110221
190,Handmade,Clothing,Costume,1.3862943611198906,6.131226489483141,2.833213344056216
191,Handmade,Clothing,Dress,2.0794415416798357,4.564348191467836,4.330733340286331
192,Handmade,Clothing,Lingerie,1.3862943611198906,6.364750756851911,2.70805020110221
193,Handmade,Clothing,Other,1.6094379124341003,3.6888794541139363,2.6155543084272934
194,Handmade,Clothing,Shirt,2.5649493574615367,3.295836866004329,2.772588722239781
195,Handmade,Clothing,Shoes,2.70805020110221,3.4657359027997265,3.0868930519509683
196,Handmade,Clothing,Tshirt,2.0794415416798357,5.030437921392435,2.772588722239781
197,Handmade,Clothing,Women,2.1972245773362196,4.143134726391533,2.772588722239781
198,Handmade,Crochet,Accessories,1.6094379124341003,3.258096538021482,2.5529727369502906
199,Handmade,Crochet,Afghan,2.1972245773362196,4.343805421853684,3.026044584462208
200,Handmade,Crochet,Bags and Purses,2.1972245773362196,3.4011973816621555,2.772588722239781
201,Handmade,Crochet,Clothing,1.9459101490553132,4.343805421853684,2.70805020110221
202,Handmade,Crochet,Doll,1.791759469228055,4.189654742026425,2.772588722239781
203,Handmade,Crochet,Hat,1.9459101490553132,3.5553480614894135,2.70805020110221
204,Handmade,Crochet,Housewares,2.3978952727983707,3.258096538021482,2.858513850703111
205,Handmade,Crochet,Other,1.791759469228055,3.044522437723423,2.3978952727983707
206,Handmade,Crochet,Scarf,2.6390573296152584,2.6390573296152584,2.6390573296152584
207,Handmade,Crochet,Supplies,1.791759469228055,5.442417710521793,2.70805020110221
208,Handmade,Dolls and Miniatures,Animals,1.9459101490553132,2.0794415416798357,2.0126758453675744
209,Handmade,Dolls and Miniatures,Art Doll,2.3978952727983707,4.700480365792417,3.917987290860783
210,Handmade,Dolls and Miniatures,Artist Bears,1.791759469228055,1.791759469228055,1.791759469228055
211,Handmade,Dolls and Miniatures,Child Friendly,3.258096538021482,3.258096538021482,3.258096538021482
212,Handmade,Dolls and Miniatures,Fantasy,3.2188758248682006,4.499809670330265,3.859342747599233
213,Handmade,Dolls and Miniatures,Fashion Dolls Apparel,2.0794415416798357,4.499809670330265,2.760730458931123
214,Handmade,Dolls and Miniatures,Figurines,2.6390573296152584,2.772588722239781,2.7058230259275198
215,Handmade,Dolls and Miniatures,Human Figure Doll,2.5649493574615367,2.9444389791664403,2.9444389791664403
216,Handmade,Dolls and Miniatures,Miniature,1.791759469228055,4.31748811353631,2.302585092994046
217,Handmade,Dolls and Miniatures,Other,2.0794415416798357,3.044522437723423,2.5619819897016294
218,Handmade,Dolls and Miniatures,Plush,4.02535169073515,4.02535169073515,4.02535169073515
219,Handmade,Dolls and Miniatures,Primitive,2.5649493574615367,2.5649493574615367,2.5649493574615367
220,Handmade,Dolls and Miniatures,Scale Dollhouse Miniature,1.9459101490553132,2.3978952727983707,2.3502401828962083
221,Handmade,Dolls and Miniatures,Scale Models,2.833213344056216,3.713572066704308,3.6635616461296463
222,Handmade,Furniture,Fixture,2.5649493574615367,2.5649493574615367,2.5649493574615367
223,Handmade,Furniture,Other,2.6390573296152584,2.6390573296152584,2.6390573296152584
224,Handmade,Furniture,Shelf,2.3978952727983707,2.3978952727983707,2.3978952727983707
225,Handmade,Geekery,Accessory,1.791759469228055,3.4965075614664802,2.0794415416798357
226,Handmade,Geekery,Fantasy,2.1972245773362196,2.772588722239781,2.4849066497880004
227,Handmade,Geekery,Gadget,2.70805020110221,3.1354942159291497,3.044522437723423
228,Handmade,Geekery,Horror,3.295836866004329,3.295836866004329,3.295836866004329
229,Handmade,Geekery,Humor,2.70805020110221,2.70805020110221,2.70805020110221
230,Handmade,Geekery,Jewelry,1.9459101490553132,2.5649493574615367,2.3221954495706862
231,Handmade,Geekery,Magic,2.4849066497880004,2.772588722239781,2.6287476860138907
232,Handmade,Geekery,Other,2.1972245773362196,2.5649493574615367,2.302585092994046
233,Handmade,Geekery,Science,1.6094379124341003,3.044522437723423,2.0794415416798357
234,Handmade,Geekery,Toy,1.9459101490553132,3.58351893845611,2.772588722239781
235,Handmade,Geekery,Videogame,2.302585092994046,2.302585092994046,2.302585092994046
236,Handmade,Glass,Beads,1.9459101490553132,4.836281906951478,2.4814223151299535
237,Handmade,Glass,Bottles,1.3862943611198906,4.700480365792417,2.833213344056216
238,Handmade,Glass,Bowls,1.9459101490553132,3.5553480614894135,2.5649493574615367
239,Handmade,Glass,Dishes,1.9459101490553132,1.9459101490553132,1.9459101490553132
240,Handmade,Glass,Glassware,1.791759469228055,5.198497031265826,2.9444389791664403
241,Handmade,Glass,Home Decor,2.3978952727983707,3.828641396489095,3.2769667020129054
242,Handmade,Glass,Jewelry,1.9459101490553132,2.9444389791664403,2.5152189606962176
243,Handmade,Glass,Mirrors,2.3978952727983707,2.3978952727983707,2.3978952727983707
244,Handmade,Glass,Ornaments,1.6094379124341003,4.02535169073515,2.5249280036247685
245,Handmade,Glass,Other,1.791759469228055,3.6635616461296463,2.772588722239781
246,Handmade,Glass,Paperweights,2.1972245773362196,3.58351893845611,2.7992109794991875
247,Handmade,Glass,Sculptures,2.0794415416798357,3.8501476017100584,2.6390573296152584
248,Handmade,Glass,Stained Glass,2.0794415416798357,4.394449154672439,2.772588722239781
249,Handmade,Glass,Supplies,2.1972245773362196,3.4011973816621555,2.668769039850659
250,Handmade,Holidays,Birthday,1.9459101490553132,3.258096538021482,2.6390573296152584
251,Handmade,Holidays,Christmas,1.6094379124341003,4.382026634673881,2.6390573296152584
252,Handmade,Holidays,Easter,1.9459101490553132,3.4339872044851463,2.772588722239781
253,Handmade,Holidays,Halloween,1.6094379124341003,4.204692619390966,2.70805020110221
254,Handmade,Holidays,New Years,2.772588722239781,2.772588722239781,2.772588722239781
255,Handmade,Holidays,Other,1.6094379124341003,3.6109179126442243,2.9444389791664403
256,Handmade,Holidays,Valentine,1.3862943611198906,3.713572066704308,2.3978952727983707
257,Handmade,Housewares,Bathroom,3.6888794541139363,3.6888794541139363,3.6888794541139363
258,Handmade,Housewares,Home Decor,1.6094379124341003,4.127134385045092,2.772588722239781
259,Handmade,Housewares,Kitchen,2.0794415416798357,3.6109179126442243,2.3978952727983707
260,Handmade,Housewares,Lighting,2.6390573296152584,4.1588830833596715,2.93886789088982
261,Handmade,Housewares,Magnets,1.3862943611198906,2.833213344056216,2.1972245773362196
262,Handmade,Housewares,Office,2.5649493574615367,2.5649493574615367,2.5649493574615367
263,Handmade,Housewares,Other,2.0794415416798357,3.044522437723423,2.302585092994046
264,Handmade,Housewares,Pillows,2.3978952727983707,3.9512437185814275,2.5649493574615367
265,Handmade,Housewares,Storage Solutions,2.70805020110221,2.70805020110221,2.70805020110221
266,Handmade,Housewares,Wall Decor,1.3862943611198906,4.7535901911063645,2.7403194616709956
267,Handmade,Jewelry,Books and Zines,1.3862943611198906,2.1972245773362196,1.791759469228055
268,Handmade,Jewelry,Clothing,1.6094379124341003,1.6094379124341003,1.6094379124341003
269,Handmade,Jewelry,Jewelry,1.3862943611198906,6.068425588244111,2.0794415416798357
270,Handmade,Jewelry,Music,2.9444389791664403,6.054439346269371,3.1780538303479458
271,Handmade,Jewelry,Other,1.3862943611198906,4.04305126783455,2.3978952727983707
272,Handmade,Knitting,Accessories,1.791759469228055,2.70805020110221,2.2499048351651325
273,Handmade,Knitting,Bags and Purses,3.6109179126442243,3.6109179126442243,3.6109179126442243
274,Handmade,Knitting,Blanket,2.995732273553991,3.9318256327243257,3.496048213707944
275,Handmade,Knitting,Cozy,2.302585092994046,2.302585092994046,2.302585092994046
276,Handmade,Knitting,Doll,1.791759469228055,1.791759469228055,1.791759469228055
277,Handmade,Knitting,Hat,2.833213344056216,4.174387269895637,3.5038003069759265
278,Handmade,Knitting,Knitting Supplies,1.3862943611198906,5.049856007249537,2.833213344056216
279,Handmade,Knitting,Other,1.9459101490553132,3.044522437723423,2.6155543084272934
280,Handmade,Knitting,Scarf,1.9459101490553132,1.9459101490553132,1.9459101490553132
281,Handmade,Knitting,Women,2.1972245773362196,2.1972245773362196,2.1972245773362196
282,Handmade,Music,Equipment,2.70805020110221,4.007333185232471,2.9444389791664403
283,Handmade,Music,Instrument,1.9459101490553132,4.875197323201151,3.026044584462208
284,Handmade,Music,Other,1.9459101490553132,3.044522437723423,2.4337672252277915
285,Handmade,Music,Poster,1.3862943611198906,3.6109179126442243,2.5249280036247685
286,Handmade,Music,Tape,1.6094379124341003,3.2188758248682006,2.1972245773362196
287,Handmade,Music,Vinyl,1.3862943611198906,6.1070228877422545,2.833213344056216
288,Handmade,Needlecraft,Accessories,1.3862943611198906,3.58351893845611,2.1383330595080277
289,Handmade,Needlecraft,Clothing,2.1972245773362196,2.1972245773362196,2.1972245773362196
290,Handmade,Needlecraft,Cross Stitch,1.3862943611198906,4.31748811353631,2.4814223151299535
291,Handmade,Needlecraft,Doll,1.791759469228055,2.0794415416798357,1.9356005054539454
292,Handmade,Needlecraft,Embroidery,1.3862943611198906,3.871201010907891,2.4849066497880004
293,Handmade,Needlecraft,Felted,2.1972245773362196,5.099866427824199,2.5649493574615367
294,Handmade,Needlecraft,Needlepoint,2.9444389791664403,2.9444389791664403,2.9444389791664403
295,Handmade,Needlecraft,Other,1.3862943611198906,3.044522437723423,2.302585092994046
296,Handmade,Needlecraft,Pattern,1.6094379124341003,2.772588722239781,2.7058230259275198
297,Handmade,Needlecraft,Pillow,1.791759469228055,3.258096538021482,2.6711671259824055
298,Handmade,Needlecraft,Supplies,1.3862943611198906,4.30406509320417,2.3978952727983707
299,Handmade,Other,Other,1.3862943611198906,4.867534450455582,2.3978952727983707
300,Handmade,Others,Custom,1.3862943611198906,4.0943445622221,2.1972245773362196
301,Handmade,Others,Educational,3.9318256327243257,3.9318256327243257,3.9318256327243257
302,Handmade,Others,Graphic Design,1.3862943611198906,2.1972245773362196,2.0126758453675744
303,Handmade,Others,Magic,1.6094379124341003,4.356708826689592,2.833213344056216
304,Handmade,Others,Other,1.3862943611198906,4.174387269895637,2.302585092994046
305,Handmade,Others,Personalized,1.3862943611198906,4.343805421853684,2.0794415416798357
306,Handmade,Others,Religious,1.6094379124341003,3.9512437185814275,2.70805020110221
