,index,brand_name,med,logmedian,std,count,brand_group
107,4194,Valentino Garavani,92.0,4.528885886665789,222.25390885201548,6,4
108,657,Breitling,92.0,4.528885886665789,81.7400059421858,8,4
109,1411,Excalibur,90.0,4.51085950651685,0.0,1,0
110,2561,Maison Goyard,90.0,4.498882886005603,47.57012367722693,4,4
111,1757,Hamilton,89.0,4.499809670330265,25.006665778014735,3,4
112,2761,Mori Lee,89.0,4.499809670330265,58.25968740450457,17,4
113,1019,Corral,89.0,4.499809670330265,44.99667736651201,56,4
114,4389,Yeezy,88.5,4.494223020031202,109.7244663476831,230,4
115,4437,Zoom,88.0,4.440362288075728,38.18376618407357,2,4
116,4156,Ultimate Ears,87.5,4.31311347622018,67.17514421272202,2,4
117,2324,Lanvin,86.5,4.459592805022715,90.60169240509067,4,4
118,630,Bose,86.0,4.465908118654584,111.75632318331037,259,4
119,1566,Frye,86.0,4.465908118654584,52.17842680156347,245,4
120,2885,Nikon,86.0,4.465908118654584,98.20152374464193,331,4
121,2240,Kiton,85.0,4.454347296253507,0.0,1,0
122,1892,IBM,85.0,4.454347296253507,68.45635636865818,11,4
123,3779,Spin Masters,84.0,4.442651256490317,0.0,1,0
124,3149,Phil & Teds,84.0,4.442651256490317,53.45091205957107,3,4
125,1267,Dsquared,83.0,4.391851349317609,32.526911934581186,2,4
126,2781,Movado,83.0,4.430178636663511,139.75922192045115,54,4
127,2819,NVIDIA,83.0,4.391851349317609,106.09892620972722,8,4
128,3831,Stone Fox Swim,83.0,4.430816798843313,52.381567095960115,21,4
129,2818,NO-AD,82.5,4.16058915374514,75.66042558696059,2,4
130,764,Calypso St. Barth,81.0,3.6203248471277334,103.23759005323593,2,3
131,645,Brahmin,81.0,4.406719247264253,53.04810996253716,139,4
132,4496,maje,81.0,4.406719247264253,0.0,1,0
133,3748,Sorel,81.0,4.406719247264253,42.56488478193021,71,4
134,1540,Franco,81.0,4.406719247264253,0.0,1,0
135,4319,White + Warren,81.0,4.406719247264253,0.0,1,0
136,2703,Mimi,81.0,4.406719247264253,28.32571227609636,47,4
137,2044,Jenny Yoo,80.5,4.400584200968346,40.3350550596707,4,4
138,54,AMD,80.5,4.393762812766452,129.78850274022113,32,4
139,1817,Herve Leger,80.0,4.394449154672439,78.52191355978857,11,4
140,1073,Curtis Computer Products,80.0,4.394449154672439,0.0,1,0
141,427,Balmain,80.0,4.394449154672439,52.55184540532596,52,4
142,146,Alexis Brittar,80.0,4.394449154672439,40.02981843121904,12,4
143,3178,Pioneer Inc.,80.0,4.100555822221379,76.36753236814714,2,4
144,1862,Hublot,79.0,4.382026634673881,33.95871676675142,9,4
145,1641,Giacca,79.0,4.382026634673881,0.0,1,0
146,2209,Kenzo,79.0,4.382026634673881,41.68315360091709,17,4
147,2370,Liebeskind,79.0,4.382026634673881,0.0,1,0
148,3431,Rioni,78.0,4.3694478524670215,0.0,1,0
149,352,B-Low the Belt,78.0,4.3694478524670215,0.0,1,0
150,328,Authentic Original Vintage Style,77.5,4.362103680400281,4.949747468305833,2,4
151,123,Air Jordan,76.0,4.343805421853684,69.57371528113094,3035,4
152,1736,Gypsy 05,76.0,4.343805421853684,0.0,1,0
153,488,Bed Stu,75.5,4.337269381070008,68.44086144366912,12,4
154,3092,Patek Philippe,75.0,4.330733340286331,42.2965719651132,3,4
155,2642,McGuire Denim,75.0,4.330733340286331,0.0,1,0
156,1908,Illesteva,74.5,3.6697688477038373,91.21677477306463,2,3
157,3177,Pioneer,74.0,4.31748811353631,67.85114954533678,31,4
158,2727,Mitsubishi,74.0,3.9316333620047867,77.78174593052023,2,3
159,4061,Tony Bowls,74.0,4.31526093836162,61.516845028188996,10,4
160,392,Baby Brezza,74.0,4.31748811353631,21.193978603934642,29,4
161,2040,Jen's Pirate Booty,74.0,4.311766613593782,11.313708498984761,2,4
162,3379,Reformation,74.0,4.31748811353631,47.20906593476245,19,4
163,2555,Magicsuit,73.5,3.5141007160290023,94.04520189781083,2,3
164,1943,Intel,73.5,4.310596390717361,167.96232708809714,90,4
165,449,Barbour,73.0,4.300767169924994,64.95989438713612,12,4
166,3914,Tadashi Shoji,73.0,4.30406509320417,0.0,1,0
167,3830,Stone Cold Fox,72.5,4.293359627032423,9.192388155425117,2,4
168,1977,J Kara,72.5,4.180854144287921,41.060930335295616,4,4
169,3098,Paul Jones,72.0,4.290459441148391,0.0,1,0
170,1548,Freddy,71.0,4.276666119016055,22.02927345349567,10,4
171,3829,Stokke,71.0,4.276666119016055,106.98161835879408,15,4
172,2525,MSI,71.0,4.276666119016055,138.6999377334854,11,4
173,818,Cassandra Stone,71.0,4.276666119016055,0.0,1,0
174,4245,Virgin Only,70.5,4.269477341598876,32.553432876787234,36,4
175,766,Cambridge Satchel,70.0,4.250531904743177,15.556349186104045,2,4
176,2989,Onkyo,70.0,4.2626798770413155,0.0,2,0
177,3616,Sennheiser,70.0,4.2626798770413155,34.38992100407715,13,4
178,68,ASUS,70.0,4.2626798770413155,135.69180341690728,134,4
179,660,Breville,70.0,4.2626798770413155,47.34957714848519,19,4
180,102,Adrienne Landau,70.0,4.2626798770413155,87.10912696153027,3,4
181,1698,Goyard,70.0,4.262580680532707,216.6089947682442,38,4
182,959,Cobra,70.0,4.2626798770413155,149.84309253666777,7,4
183,4023,Tiffany & Co.,70.0,4.2626798770413155,74.18246897758453,1004,4
184,783,Caravelli,69.0,4.248495242049359,0.0,1,0
185,2894,Niteline,69.0,4.248495242049359,0.0,1,0
186,4118,Tularosa,69.0,4.248495242049359,0.0,1,0
187,3984,The Noco Company,69.0,4.248495242049359,0.0,1,0
188,1232,Donnybrook,69.0,4.248495242049359,0.0,1,0
189,1880,Hunter,69.0,4.248495242049359,33.9238172847762,645,4
190,4492,lillebaby,68.5,4.2406793692035105,32.031070442372204,20,4
191,4474,eshakti,68.0,4.23410650459726,0.0,1,0
192,1814,Hermès,68.0,4.233686248216141,96.44046090723539,16,4
193,454,Barneys New York,67.5,4.212538951254215,35.33128924904949,6,4
194,2811,NEC Technologies,67.0,4.212538951254215,11.313708498984761,2,4
195,1739,HERMES,67.0,4.219074992037893,112.23403057628407,98,4
196,128,Akai,66.5,4.211880623311842,35.56658745026212,8,4
197,582,Bloomingdale's,66.5,4.188505580408187,20.506096654409877,2,4
198,2389,Linea Pelle,66.0,4.204692619390966,0.0,1,0
199,3308,RACHEL PALLY,66.0,4.178981482922841,36.28934646238021,4,4
200,1412,Excell,66.0,4.204692619390966,0.0,1,0
201,3450,Robin's Jeans,66.0,4.204692619390966,39.01116949066305,19,4
202,1720,Gregory,66.0,4.204692619390966,23.028967265887832,3,4
203,476,Beats,65.0,4.189654742026425,48.36377066047646,1159,4
204,179,Alpha Industries,65.0,4.189654742026425,28.98850346832919,3,4
205,1575,Furla,65.0,4.189654742026425,51.97171623621399,23,4
206,3443,Robert Friedman,65.0,4.189654742026425,0.0,1,0
207,1625,GeoTrax,65.0,4.189654742026425,0.0,1,0
208,3516,SJP by Sarah Jessica Parker,64.0,3.545038417888046,77.78174593052023,2,3
209,4217,Versace Jeans,62.5,4.11608711819197,23.33452377915607,2,4
210,3980,The Instrument Store,62.5,4.150264303099869,69.47770990694097,24,4
211,1881,Hunter Boots,62.5,4.150760827470364,28.303249562072626,104,4
212,711,Burberry Brit,62.5,4.150760827470364,73.09054402385954,102,4
213,2631,Maxi-Cosi,62.5,4.150264303099869,78.98902877404348,16,4
214,866,Charles Tyrwhitt,62.5,3.5757427319523676,74.24621202458749,2,3
215,73,Abbott,62.5,4.150264303099869,131.7598024836403,52,4
216,590,Blue Life,62.5,4.144015783888232,37.44484833280363,16,4
217,1437,Faithfull the Brand,62.0,4.143134726391533,0.0,1,0
218,3480,Rossignol,62.0,4.141999652124262,4.242640687119285,2,4
219,1124,Danner Inc,62.0,4.143134726391533,17.473789896108208,3,4
220,2511,MGM,62.0,4.143134726391533,9.073771725877465,3,4
221,119,Aidan Mattox,61.5,3.9120230054281464,53.033008588991066,2,3
222,2615,Matt Bernson,61.0,4.127134385045092,0.0,1,0
223,4046,Tod's,61.0,4.127134385045092,42.98384709528815,9,4
224,175,Allure,60.5,3.9300925287360826,82.1253107553735,6,3
225,477,Beats by Dr. Dre,60.0,4.110873864173311,45.93259126773865,818,4
226,8,3.1 Phillip Lim,60.0,4.110873864173311,158.341426521745,17,4
227,77,Acacia Swimwear,60.0,4.110873864173311,46.224024550902655,360,4
228,3659,Shure,60.0,4.110873864173311,30.980280466415696,10,4
229,4079,Tory Burch,60.0,4.110873864173311,60.56773849279733,2862,4
230,4051,Tom James,60.0,4.110873864173311,0.0,1,0
231,947,Cleveland Golf,60.0,4.110873864173311,19.82302653361441,7,4
232,3846,Stuhrling Original,60.0,4.110873864173311,0.0,1,0
233,2689,Midtronics,60.0,4.110873864173311,0.0,1,0
234,1922,Indah,60.0,4.110873864173311,40.05621050473946,9,4
235,4394,Yigal Azrouel,60.0,4.110873864173311,0.0,1,0
236,83,Acer,60.0,4.110873864173311,96.31923387476043,87,4
237,473,Beach Bunny,59.5,4.102609213197706,61.993400893852936,76,4
238,4080,Toshiba,59.5,4.102609213197706,56.798738864491845,78,4
239,4433,Zojirushi,59.0,4.0943445622221,21.12581359380036,5,4
240,3801,Stampd,59.0,4.0943445622221,0.0,1,0
241,993,Compaq,59.0,4.0943445622221,33.50274352242532,17,4
242,3663,Silhouettes,59.0,4.0943445622221,0.0,1,0
243,1470,Ferragamo,59.0,4.0943445622221,43.60321474541131,35,4
244,1118,Dan Post,59.0,4.0943445622221,37.3496987939662,15,4
245,813,Cascade,58.5,4.085092826439821,22.381167678802342,4,4
246,4396,Yohji Yamamoto,58.5,3.9658220107271553,63.762580458029355,4,3
247,2618,Maui & Sons,58.0,4.056413739375687,52.19911160879324,14,4
248,633,Botkier,58.0,4.07753744390572,0.0,1,0
249,2300,La Prairie,57.5,4.060740187375376,36.00308628745905,10,4
250,33,A.P.C.,57.0,3.916601974320529,41.012193308819754,2,3
251,4416,Zac Posen,57.0,4.053106451309981,82.69864972698568,6,4
252,702,Bulova,57.0,4.059103524702891,72.69463766212462,30,4
253,2662,Men's Warehouse,56.0,4.04305126783455,0.0,1,0
254,1169,Denso,56.0,4.04305126783455,0.0,1,0
255,3049,Paco,56.0,3.8808724923294564,42.42640687119285,2,3
256,1025,Costa Del Mar,56.0,4.04305126783455,44.30507725408328,47,4
257,1131,Dave & Johnny,56.0,4.027420110550512,47.41533808499403,8,4
258,4430,Zimmerman,56.0,4.04305126783455,0.0,1,0
259,1807,Helmut Lang,56.0,4.04305126783455,22.449944320643645,9,4
260,1648,Gigabyte,56.0,4.04305126783455,47.68414597932711,9,4
261,96,Addison,56.0,4.04305126783455,0.0,1,0
262,2759,Morgan & Co.,56.0,4.04305126783455,29.484459183327974,7,4
263,1382,Escort Radar,56.0,4.04305126783455,95.29602999775665,3,4
264,84,Acne Jeans,56.0,4.040582888862716,32.01562118716424,4,4
265,774,Canon,56.0,4.04305126783455,143.1855386729043,614,4
266,3426,Rihanna,56.0,4.04305126783455,44.31997810061966,39,4
267,2643,McKenzie,55.5,4.0294800088847085,7.7781745930520225,2,4
268,276,Aritzia,55.0,4.02535169073515,28.044607324760317,5,4
269,1611,Gateway,55.0,4.02535169073515,28.786358084424396,17,4
270,2439,Longchamp,55.0,4.02535169073515,43.228875931322975,105,4
271,1600,Gallery,55.0,4.02535169073515,46.70117771534247,3,4
272,2422,Lladro,55.0,4.019578695236619,14.764823060233402,4,4
273,3970,Thames & Kosmos,55.0,4.02535169073515,0.0,1,0
274,2521,ML Monique Lhuillier,55.0,4.02535169073515,0.0,2,0
275,1947,Invicta,55.0,4.02535169073515,54.31863145300661,104,4
276,4381,YRU,54.5,4.011448434800728,22.2578236646289,8,4
277,936,Clarisse,54.5,3.9080069195795137,34.64823227814083,2,3
278,1157,Dell,54.5,4.016342437983811,115.49226460692614,152,4
279,3371,Red Wing Shoes,54.5,4.013085097473213,31.85383284106744,10,4
280,373,BLANKNYC,54.0,4.007333185232471,42.85011496998784,17,4
281,2896,Nixon,54.0,4.007333185232471,39.15397425081775,91,4
282,3455,Rock Revival,54.0,4.007333185232471,26.5550824580321,1539,4
283,990,Comme des Garcons,54.0,4.007333185232471,26.020210960830337,57,4
284,4130,Twisted X,54.0,4.007333185232471,41.318209598728316,9,4
285,2921,Nothing But Love,54.0,4.007333185232471,0.0,1,0
286,2619,Maui Jim,54.0,4.007333185232471,33.71668962953612,48,4
287,4040,Tissot,54.0,4.007333185232471,95.35197952848173,5,4
288,1266,Dscp,54.0,4.007333185232471,0.0,1,0
289,2800,My Baby Sam,54.0,4.007333185232471,28.21937868439582,3,4
290,1630,Georgia Boot,54.0,3.968687348081648,22.85278976405288,4,3
291,1725,Gucci,54.0,4.007333185232471,96.53062487998565,1912,4
292,2520,MIkoh,54.0,4.003183783825123,30.16337459016591,16,4
293,3698,SkyCaddie,54.0,4.007333185232471,0.0,1,0
294,1959,Isabella Oliver,53.5,3.9047706623267056,31.81980515339464,2,3
295,2220,KidKraft,53.0,3.9677936927946,15.556349186104045,2,3
296,64,ASOLO,53.0,3.9874384502794378,4.242640687119285,2,3
297,1780,Harman Kardon,52.5,3.977537136631348,42.8023558541661,24,3
298,4349,Wolverine,52.5,3.9792884519069496,18.928703952815507,16,3
299,1323,Electric Visual,52.5,3.9722460819660794,9.192388155425117,2,3
300,3000,Orbit Baby,52.5,3.9792884519069496,147.90406640164144,54,3
301,4063,Tony Lama,52.5,3.978588661729738,42.17083215881945,18,3
302,3072,Paper Magic,52.5,3.2034399930346575,67.17514421272202,2,3
303,318,Audiovox,52.0,3.9392670980701805,18.384776310850235,2,3
304,2194,Keepsake the Label,52.0,3.934127132760306,70.0697271770532,6,3
305,923,Citizen,52.0,3.9695794089783982,50.69903618937347,46,3
306,2200,Kendra Scott,52.0,3.970291913552122,49.78051469169915,4156,3
307,4432,Zobo,51.5,3.1934396596813226,65.76093065034893,2,3
308,282,Arm's Reach Concepts,51.5,3.5749584180660543,54.44722215136416,2,3
309,847,Chaco,51.0,3.9512437185814275,17.289090662182208,481,3
310,2358,Leota,51.0,3.9512437185814275,0.0,1,0
311,4,1byone,51.0,3.9512437185814275,0.0,1,0
312,1599,Galaxy,51.0,3.9136204508764054,64.16234217861872,26,3
313,3492,Royal Robbins,51.0,3.9512437185814275,56.913970165505056,5,3
314,4100,Tricots St. Raphael,51.0,3.9512437185814275,0.0,1,0
315,634,Bottega Veneta,51.0,3.951058773138224,98.88062387433534,10,3
316,2557,Magnolia,51.0,3.9512437185814275,0.0,1,0
317,3357,Rebecca Minkoff,51.0,3.9512437185814275,52.10794324331354,242,3
318,2789,Mulberry,51.0,3.9512437185814275,66.80943047205237,5,3
319,4449,adidas Originals,51.0,3.9512437185814275,70.00934595165072,593,3
320,1147,DeWALT®,50.5,3.9415346756528766,66.76751295689304,58,3
321,308,Athlete,50.5,3.9358463321618227,7.7781745930520225,2,3
322,237,Anna Sui,50.5,3.7587604253015154,40.30508652763321,2,3
323,452,Barefoot Dreams,50.5,3.9358463321618227,7.7781745930520225,2,3
324,2558,Magnum,50.0,3.9318256327243257,0.0,1,0
325,570,Blauer,50.0,3.9318256327243257,0.0,1,0
326,3885,Sweet Jojo Designs,50.0,3.9318256327243257,23.20816769197964,7,3
327,2922,Notify,50.0,3.9318256327243257,0.0,1,0
328,1993,JET Performance,50.0,3.9318256327243257,0.0,1,0
329,53,ALO Yoga,50.0,3.9318256327243257,20.972135985752093,41,3
330,2036,Jeffery Campbell,50.0,3.9318256327243257,43.00631560715516,127,3
331,2985,One Teaspoon,50.0,3.9318256327243257,45.10892549789308,48,3
332,4256,Vivienne Westwood,50.0,3.9318256327243257,0.0,1,0
333,475,Bear Archery,50.0,3.9318256327243257,0.0,1,0
334,3890,Swiss Legend,50.0,3.9318256327243257,31.151415927461695,8,3
335,1329,Elevenses,50.0,3.8865868402412675,21.213203435596427,2,3
336,444,Bape,50.0,3.9318256327243257,43.539371789041454,359,3
337,3463,Rodan and Fields,50.0,3.9318256327243257,50.416464643118594,224,3
338,3349,Ray-Ban,50.0,3.9318256327243257,24.741161751839783,1535,3
339,2239,KitchenAid,50.0,3.9318256327243257,81.1330986525826,100,3
340,3749,Sorrelli,50.0,3.9318256327243257,24.154417762303805,13,3
341,3545,Salvatore Ferragamo,50.0,3.9318256327243257,53.16388613244144,249,3
342,4042,Tivoli,50.0,3.9318256327243257,0.0,1,0
343,2519,MIU MIU,50.0,3.9318256327243257,72.20754014474485,23,3
344,1354,Emilio Pucci,49.5,3.9195658241371665,24.410380305654122,6,3
345,358,BB,49.5,3.921924319076236,51.30055702840163,116,3
346,3155,Physicians Prefer,49.5,3.917987290860783,48.64741954689301,8,3
347,1543,Frankie's Bikinis,49.0,3.912023005428146,39.387937435014486,65,3
348,3574,Sbicca,49.0,3.912023005428146,23.17160065517868,13,3
349,374,BLANQI,49.0,3.912023005428146,0.0,1,0
350,560,Black Halo,49.0,3.912023005428146,0.0,1,0
351,1248,Dr. Martens,49.0,3.912023005428146,21.533558514430222,438,3
352,1413,Excelled,49.0,3.912023005428146,0.0,1,0
353,1679,GoPro,49.0,3.912023005428146,101.08002225033182,138,3
354,1160,Deltana,49.0,3.912023005428146,0.0,1,0
355,2391,Lionel,49.0,3.912023005428146,35.50117368951811,3,3
356,2609,Masquerade,48.5,3.900695660145743,33.6915749442234,10,3
357,2968,Oleg Cassini,48.5,3.5408542930527878,84.9171164528487,4,3
358,143,Alexander McQueen,48.0,3.8918202981106265,98.72158662960531,25,3
359,3824,Steven by Steve Madden,48.0,3.8918202981106265,46.40366364846638,5,3
360,2687,Middleton Doll Company,48.0,3.8918202981106265,22.62819232106927,19,3
361,2385,Lime Crime Cosmetics,48.0,3.8918202981106265,0.0,1,0
362,3752,Southern Enterprises,48.0,3.8918202981106265,0.0,1,0
363,1122,Daniel Wellington,47.5,3.8802335146067106,38.83036313826173,24,3
364,1845,Honeywell,47.5,3.8659653609742435,28.91335578685295,8,3
365,389,Babolat,47.5,3.8789531041758734,77.42933680332149,14,3
366,1465,Fendi,47.5,3.881085303569102,57.84577027235061,190,3
367,2305,LaCie,47.0,3.8709839499103422,9.394147114027968,4,3
368,1934,Inglesina,47.0,3.8703322009586207,14.165686240583852,4,3
369,6,24/7 Comfort Apparel,47.0,3.4202732646443437,52.32590180780452,2,3
370,2536,Maclaren,47.0,3.8571155724245427,57.904833105447224,12,3
371,1948,Invicta Watch Group,47.0,3.8331109628313627,18.384776310850235,2,3
372,2360,Letarte,47.0,3.5512496778873244,46.66904755831214,2,3
373,4196,Van Cleef & Arpels,47.0,3.8331109628313627,34.22839951463307,4,3
374,1489,First Act,46.5,3.8512780566342912,18.83923211457056,4,3
375,1731,Gunne Sax,46.0,3.8501476017100584,0.0,1,0
376,3318,ROCKY,46.0,3.8314689252307677,26.45499322749236,6,3
377,2679,Michael Kors,46.0,3.8501476017100584,51.35993036809131,11932,3
378,2677,Michael Aram,46.0,3.8269845902393875,14.142135623730951,2,3
379,3716,Smoky Mountain,46.0,3.8501476017100584,0.0,1,0
380,849,Chalk Line,46.0,3.8501476017100584,20.816659994661325,3,3
381,4140,UGG Australia,46.0,3.8501476017100584,33.38093743823486,3759,3
382,1275,Dunlop,46.0,3.8501476017100584,100.47221838233028,4,3
383,2197,Kelty,46.0,3.8501476017100584,24.976655767602942,13,3
384,3184,Planet Hollywood,46.0,3.8501476017100584,0.0,1,0
385,1337,Elizabeth and James,46.0,3.8501476017100584,22.874658467395747,9,3
386,155,Alice + Olivia,46.0,3.8501476017100584,62.94612208638658,21,3
387,4330,Wildfox Couture,46.0,3.8501476017100584,45.420922051078215,254,3
388,2402,Lite Brix,46.0,3.8501476017100584,0.0,1,0
389,1734,Gymshark,46.0,3.8501476017100584,22.956637249756,841,3
390,1831,Hitachi,46.0,3.8501476017100584,96.97250469420015,13,3
391,1787,Harvey's Seatbelt Bag,46.0,3.8501476017100584,80.03172447896473,13,3
392,4081,Tous,46.0,3.8501476017100584,25.205158202241062,5,3
393,3052,Pal Zileri,46.0,3.8501476017100584,0.0,1,0
394,1537,Frame Denim,46.0,3.803690712819896,19.79898987322333,2,3
395,2996,Opening Ceremony,46.0,3.8501476017100584,20.81665999466133,3,3
396,368,BEACH RIOT,46.0,3.8354474156810587,22.084254248542912,8,3
